,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
58,2025-02-28 18:57:14+00:00,410.0,48.45,49.55,50.45,2.4400024,5.3032002,61.0,1567,0.6286658227539064,False,REGULAR,USD
59,2025-02-28 20:36:22+00:00,420.0,47.25,47.55,48.45,4.25,9.883721,57.0,7596,0.6286200468444825,False,REGULAR,USD
60,2025-02-28 19:43:32+00:00,430.0,44.45,45.65,46.5,2.2000008,5.2071023,8.0,1122,0.6284369432067871,False,REGULAR,USD
61,2025-02-28 19:22:48+00:00,440.0,43.79,43.85,44.7,4.260002,10.77663,32.0,1769,0.628559012298584,False,REGULAR,USD
62,2025-02-28 19:43:37+00:00,450.0,41.0,42.15,43.0,3.0,7.8947363,58.0,4729,0.6288031504821778,False,REGULAR,USD
63,2025-02-28 18:36:43+00:00,460.0,38.85,40.5,41.35,2.7999992,7.7669883,39.0,1072,0.6288489263916017,False,REGULAR,USD
64,2025-02-28 18:35:15+00:00,470.0,37.35,39.0,39.7,1.75,4.9157305,5.0,776,0.6288947023010254,False,REGULAR,USD
65,2025-02-28 18:18:33+00:00,480.0,37.95,37.5,38.25,4.3500023,12.946436,34.0,2074,0.6291693577575683,False,REGULAR,USD
66,2025-02-28 20:24:18+00:00,490.0,35.3,36.1,36.85,2.7999992,8.615382,56.0,12692,0.6295203063964845,False,REGULAR,USD
67,2025-02-28 20:50:29+00:00,500.0,34.1,34.8,35.5,2.909998,9.329906,952.0,6607,0.629962806854248,False,REGULAR,USD
68,2025-02-28 14:34:58+00:00,510.0,29.45,33.55,34.25,-0.25,-0.84175086,11.0,673,0.6305426350402832,False,REGULAR,USD
69,2025-02-28 18:35:15+00:00,520.0,31.05,32.35,33.05,2.25,7.8125,126.0,1073,0.6310614286804199,False,REGULAR,USD
70,2025-02-28 16:57:36+00:00,530.0,29.4,31.2,31.9,1.1000004,3.8869274,16.0,968,0.631564963684082,False,REGULAR,USD
71,2025-02-28 16:31:26+00:00,540.0,30.11,30.1,30.75,3.1100006,11.518521,21.0,2502,0.6318548777770996,False,REGULAR,USD
72,2025-02-28 19:45:01+00:00,550.0,29.15,29.1,29.8,3.1900005,12.288138,180.0,1403,0.6329992755126954,False,REGULAR,USD
73,2025-02-27 16:49:27+00:00,560.0,28.0,28.1,28.8,2.2700005,8.822389,71.0,314,0.6335638450622558,False,REGULAR,USD
74,2025-02-28 19:58:04+00:00,570.0,27.05,27.15,27.85,0.6499996,2.4621198,45.0,328,0.634189449157715,False,REGULAR,USD
75,2025-02-28 20:21:46+00:00,580.0,25.76,26.25,26.95,2.0900002,8.829742,3.0,180,0.634891346435547,False,REGULAR,USD
76,2025-02-27 20:20:19+00:00,590.0,22.85,25.4,26.1,0.20000076,0.88300556,1.0,664,0.6356847955322267,False,REGULAR,USD
77,2025-02-28 20:59:01+00:00,600.0,24.85,24.6,25.25,3.2000008,14.780605,77.0,2325,0.6363866928100587,False,REGULAR,USD
78,2025-02-27 14:30:05+00:00,610.0,22.5,23.8,24.45,0.0,0.0,1.0,165,0.6370122969055176,False,REGULAR,USD
79,2025-02-28 20:45:11+00:00,620.0,22.95,23.05,23.7,2.5,12.224938,15.0,226,0.637775228729248,False,REGULAR,USD
80,2025-02-28 20:27:01+00:00,630.0,22.27,22.35,23.0,2.1200008,10.521096,21.0,136,0.6387365228271484,False,REGULAR,USD
81,2025-02-28 15:31:43+00:00,640.0,21.36,21.65,22.3,1.8100014,9.25832,4.0,209,0.6394079028320312,False,REGULAR,USD
82,2025-02-28 18:59:28+00:00,650.0,19.5,21.0,21.65,0.6000004,3.1746051,18.0,1986,0.6402929037475585,False,REGULAR,USD
83,2025-02-28 18:55:20+00:00,660.0,19.4,20.4,21.0,1.0499992,5.7220664,2.0,728,0.6411473873901368,False,REGULAR,USD
84,2025-02-28 20:10:30+00:00,670.0,20.0,19.8,20.4,2.1000004,11.731846,3.0,128,0.6420171296691897,False,REGULAR,USD
85,2025-02-26 18:07:19+00:00,680.0,18.73,19.2,19.8,0.0,0.0,1.0,368,0.6426427337646485,False,REGULAR,USD
86,2025-02-27 18:36:34+00:00,690.0,17.55,18.65,19.25,0.0,0.0,18.0,481,0.6435277346801759,False,REGULAR,USD
87,2025-02-28 20:10:29+00:00,700.0,18.25,18.1,18.7,2.0499992,12.654316,240.0,8047,0.6441991146850586,False,REGULAR,USD
88,2025-02-28 18:58:19+00:00,710.0,17.5,17.6,18.2,2.0,12.903225,11.0,1053,0.645160408782959,False,REGULAR,USD
89,2025-02-28 20:21:42+00:00,720.0,16.9,17.15,17.7,1.7999992,11.920525,6.0,298,0.6461827374267577,False,REGULAR,USD
90,2025-02-27 20:56:12+00:00,730.0,16.05,16.65,17.25,1.2999992,8.813554,1.0,88,0.6470219624328613,False,REGULAR,USD
91,2025-02-27 20:51:10+00:00,740.0,14.5,16.2,16.75,0.0,0.0,1.0,96,0.6476475665283203,False,REGULAR,USD
92,2025-02-28 20:27:01+00:00,750.0,15.74,15.8,16.35,0.9899998,6.711863,28.0,3170,0.6489292919921875,False,REGULAR,USD
93,2025-02-28 20:28:13+00:00,760.0,15.6,15.35,15.9,2.1500006,15.985134,3.0,151,0.6494480856323243,False,REGULAR,USD
94,2025-02-25 18:10:16+00:00,770.0,15.35,14.95,15.5,0.0,0.0,3.0,57,0.6503636038208008,False,REGULAR,USD
95,2025-02-13 19:57:03+00:00,780.0,26.35,14.55,15.1,0.0,0.0,1.0,55,0.651096018371582,False,REGULAR,USD
96,2025-02-27 16:31:32+00:00,790.0,12.3,14.2,14.75,-0.5999994,-4.651159,2.0,494,0.6522556747436524,False,REGULAR,USD
97,2025-02-28 20:45:22+00:00,800.0,13.57,13.85,14.35,1.5199995,12.614104,693.0,5709,0.6529575720214844,False,REGULAR,USD
98,2025-02-28 20:47:55+00:00,810.0,13.5,13.5,14.0,2.0699997,18.110233,3039.0,571,0.6538120556640626,False,REGULAR,USD
99,2025-02-26 15:30:26+00:00,820.0,12.85,13.15,13.7,0.0,0.0,1.0,167,0.6548038670349123,False,REGULAR,USD
100,2025-02-24 17:51:05+00:00,830.0,17.65,12.85,13.35,0.0,0.0,2.0,37,0.6556430920410157,False,REGULAR,USD
101,2025-02-28 17:42:15+00:00,840.0,11.95,12.5,13.0,-9.849999,-45.183487,67.0,67,0.6560398165893556,False,REGULAR,USD
102,2025-02-28 14:35:24+00:00,850.0,10.49,12.2,12.7,-0.22000027,-2.0541575,1.0,203,0.656924817504883,False,REGULAR,USD
103,2025-02-27 20:59:59+00:00,860.0,10.38,11.95,12.4,0.0,0.0,2.0,26,0.6579929220581054,False,REGULAR,USD
104,2025-02-26 15:32:33+00:00,870.0,11.3,11.65,12.15,-0.14999962,-1.3100404,1.0,130,0.6589389575195312,False,REGULAR,USD
105,2025-02-28 17:57:29+00:00,880.0,10.55,11.4,11.85,0.31000042,3.0273478,3.0,40,0.6597629238891601,False,REGULAR,USD
106,2025-02-27 18:47:32+00:00,890.0,9.85,11.1,11.6,-0.29999924,-2.9556577,2.0,68,0.6604343038940431,False,REGULAR,USD
107,2025-02-28 17:28:33+00:00,900.0,10.6,10.85,11.35,1.0100002,10.531806,6.0,1013,0.6613498220825197,False,REGULAR,USD
108,2025-02-25 19:21:44+00:00,910.0,10.21,10.6,11.1,0.0,0.0,11.0,40,0.6621432711791994,False,REGULAR,USD
109,2025-02-24 18:33:08+00:00,920.0,14.1,10.35,10.85,0.0,0.0,2.0,229,0.6628146511840821,False,REGULAR,USD
110,2025-02-28 15:42:23+00:00,930.0,9.76,10.15,10.6,-0.119999886,-1.2145737,1.0,77,0.6637301693725587,False,REGULAR,USD
111,2025-02-27 19:00:03+00:00,940.0,8.89,9.9,10.4,0.0,0.0,14.0,376,0.6645236184692385,False,REGULAR,USD
112,2025-02-28 18:01:04+00:00,950.0,9.65,9.7,10.15,1.0499992,12.209293,421.0,112264,0.6652255157470706,False,REGULAR,USD
113,2025-02-28 20:58:39+00:00,960.0,9.68,9.5,9.8,1.3900003,16.767193,684.0,112878,0.6650729293823244,False,REGULAR,USD
